,idmb_id,Remarks,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
552,tt0794369,"film was shot with full marine corps cooperation at the marine barracks in bremerton, washington. the marines provided the location, marines as extras, and equipment for a rite of passage story of a half english, half american teenager whose mother marries a marine colonel and he comes to stay, learning about both the marines and american history. when the u.s. enters world war i, the boy puts the union jack and star spangled banner together to symbolize the new alliance","[0.6540305, 0.2578119, 0.088157564]",0,"[0.6147045, 0.34299406, 0.04230143]",0,"[0.6594437, 0.2903827, 0.05017364]",0,"[0.5884117, 0.28841153, 0.12317678]",0,"[0.9250493, 0.008517021, 0.06643366]",0,"[0.078935124, 0.023730664, 0.8973342]",2
553,tt0092007,approved us of navy's u.s.s. ranger. in the best interest of the department. navy had some concern about enterprise crew members getting into secure locations until reminded that a transporter would deliver crew and so not be a security violation,"[0.14645916, 0.8221034, 0.03143746]",1,"[0.08657165, 0.9010565, 0.01237184]",1,"[0.18779781, 0.7494417, 0.062760465]",1,"[0.33974224, 0.44486308, 0.21539469]",1,"[0.253153, 0.7280541, 0.018792875]",1,"[0.09858933, 0.88622826, 0.015182456]",1
554,tt0120844,"production company requested use of inactive titan missile silo with missile under custody of pima air museum, arizona. other than usaf on missile, no military depiction.","[0.29553944, 0.69341403, 0.011046533]",1,"[0.42031196, 0.56385136, 0.015836734]",1,"[0.4735352, 0.5009676, 0.02549721]",1,"[0.48301816, 0.5004102, 0.016571632]",1,"[0.75761694, 0.23355909, 0.008824026]",0,"[0.44873407, 0.5367973, 0.014468688]",1
555,tt0118480,"production company requested to film exterior of entrance to cheyenne mountain complex for title sequence. as the scripts incorporated considerable input from usaf, approved request","[0.8181804, 0.14009859, 0.04172103]",0,"[0.67174566, 0.29461622, 0.03363817]",0,"[0.7487377, 0.17538008, 0.07588218]",0,"[0.66653013, 0.2702639, 0.06320598]",0,"[0.82476383, 0.15135124, 0.023884982]",0,"[0.86333436, 0.079719335, 0.05694625]",0
556,tt0088172,"there was nothing of positive nature for services, especially the air force. approval was denied. as often the case with sci fi pictures, the military became the villian trying to capture the nice alien and dissect him or something like that.","[0.104780115, 0.8872285, 0.007991345]",1,"[0.17153534, 0.81948084, 0.008983848]",1,"[0.13576551, 0.33091003, 0.53332454]",2,"[0.1862891, 0.7983611, 0.015349728]",1,"[0.86670166, 0.12278322, 0.010515171]",0,"[0.5052353, 0.45095402, 0.043810703]",0
557,tt0096169,dod and the ngb found the film to be blatantly anti iraqi and not in consonance with our current policy toward the country.,"[0.10410644, 0.8772293, 0.0186643]",1,"[0.1018897, 0.88422245, 0.013887911]",1,"[0.15368803, 0.7988078, 0.047504183]",1,"[0.09684107, 0.8823881, 0.020770777]",1,"[0.7511458, 0.21933094, 0.029523307]",0,"[0.078288585, 0.90675807, 0.014953349]",1
558,tt0382992,nan,"[0.8739641, 0.08930188, 0.036734086]",0,"[0.664096, 0.2833473, 0.05255669]",0,"[0.54252875, 0.11701194, 0.34045935]",0,"[0.3847775, 0.5105789, 0.10464366]",1,"[0.93653953, 0.03276093, 0.030699542]",0,"[0.7395539, 0.17405401, 0.08639205]",0
559,tt0038120,"movie based on writing of ernie pyle and his covering of the italian campaign. the army provided a unit to serve as extras and equipment during filming. afterwards, the unit went to the pacific and suffered significant casualties. considered one of the great war movies of all time. ","[0.4467728, 0.15340447, 0.39982268]",0,"[0.38762474, 0.17178242, 0.44059286]",2,"[0.27719593, 0.4884864, 0.23431766]",1,"[0.25622392, 0.609497, 0.13427906]",1,"[0.0010097367, 0.0011671548, 0.9978231]",2,"[0.3254572, 0.57463926, 0.09990359]",1
560,tt0086374,assistance was denied by the department after being reviewed by the united states air force. a lot of false and inappropriate information about the air force was contained in the film.,"[0.049778134, 0.9421314, 0.008090478]",1,"[0.045885254, 0.9451056, 0.009009088]",1,"[0.45411634, 0.3158267, 0.23005694]",0,"[0.12719624, 0.830395, 0.042408742]",1,"[0.29686204, 0.6880026, 0.015135419]",1,"[0.04526153, 0.9472151, 0.0075234408]",1
561,tt0048667,"classic cold war movie about the strategic air command and its mission. jimmy stewart plays a baseball player recalled to active duty to fly b's. film made with assistance of curtis lemay and the air force which provided men, equipment, and most important, airplanes including the newly delivered b. the filmmakers desire to film close order takeoffs caused major damage to the jet engines as the planes taxied in close order. hundreds of thousands of dollars had to be spent on repairs. not reimbursed. but great benefit to sac.","[0.12995154, 0.095588334, 0.77446014]",2,"[0.28719202, 0.33829173, 0.37451628]",2,"[0.075253084, 0.0372965, 0.8874504]",2,"[0.09568827, 0.08249838, 0.82181334]",2,"[0.0061798645, 0.003076574, 0.9907436]",2,"[0.19712098, 0.20569916, 0.5971799]",2
562,tt0083131,"patton family opposed production for years. ultimately frank mccarthy, who had served as secretary to general george marshall during war, prevailed on army to give blessings pointing out he only wanted to portray public life of patton which was a matter of public record. family apparently concerned about patton's relationship with his niece. army actually provided very little assistance since it had no world war ii equipment left. film actually shot in spain with spanish equipment.","[0.21371557, 0.72091734, 0.06536708]",1,"[0.5760793, 0.37013304, 0.053787686]",0,"[0.32572082, 0.6133662, 0.06091297]",1,"[0.39158496, 0.5746123, 0.033802755]",1,"[0.96830845, 0.019953243, 0.011738331]",0,"[0.28437927, 0.6982503, 0.017370472]",1
563,tt0019434,"this was first major submarine movie. really about a navy diver who ultimately dives on submarine sunk in an accident. despite images of accident, suffocating sailors, and an unfaithful navy wife, the navy provided a submarine, equipment, and navy men and divers.","[0.51232827, 0.18211582, 0.30555594]",0,"[0.46659836, 0.39617577, 0.13722585]",0,"[0.4622846, 0.34494606, 0.19276935]",0,"[0.20650528, 0.07794446, 0.71555024]",2,"[0.633365, 0.25906092, 0.10757409]",0,"[0.5184473, 0.17868492, 0.3028678]",0
564,tt0044085,"story starts at end of world war ii, but mostly set in korean theater even though submarines actually had virtually no role in war. however, navy provided a submarine for exterior shots","[0.5976955, 0.3533646, 0.048939902]",0,"[0.47340035, 0.5031207, 0.023478927]",1,"[0.5575093, 0.36345607, 0.07903462]",0,"[0.51127815, 0.2165582, 0.27216363]",0,"[0.8764176, 0.11087616, 0.012706325]",0,"[0.6361468, 0.31585371, 0.0479995]",0
565,tt0029617,sub marine disaster movie which showed navy's development of mccann diving bell to rescue sailors from sunken submarines. became almost prophetic since bell was used to rescue men from the squalus. filming at submarine base in new london.,"[0.155369, 0.82727367, 0.017357368]",1,"[0.16165017, 0.8251794, 0.013170474]",1,"[0.2217223, 0.7439907, 0.03428698]",1,"[0.19576362, 0.74755174, 0.056684684]",1,"[0.3283817, 0.6550388, 0.016579563]",1,"[0.13347131, 0.84611845, 0.020410296]",1
566,tt0006115,"navy loaned charlie chaplin's brother syndey a submarine in the making of a silly comedy. however, navy liked film so much, it bought two copies to use as a recruiting tool. approved assistance, date approximate. film at library of congress","[0.105936654, 0.047956876, 0.84610647]",2,"[0.4281553, 0.27385914, 0.29798552]",0,"[0.2577951, 0.12218351, 0.6200214]",2,"[0.005045921, 0.0025771994, 0.99237686]",2,"[0.21698125, 0.106893405, 0.6761254]",2,"[0.24371146, 0.10768169, 0.6486069]",2
567,tt0100998,no benefit to the dod. the film had an inaccurate portrayal of u.s. and other countries' policies. the request for stock footage was denied,"[0.017204193, 0.9779587, 0.0048371847]",1,"[0.013117693, 0.9830575, 0.0038248291]",1,"[0.02467046, 0.96680844, 0.008521133]",1,"[0.016461493, 0.9774016, 0.006136893]",1,"[0.16286282, 0.82862824, 0.008508985]",1,"[0.020292036, 0.9751865, 0.0045214565]",1
568,tt3263904,"usaf support to this project took place at holloman afb, nm, in december 2015. support for this project was one full day of shooting f phantoms. the phantoms that were shot were capable of being piloted remotely or with people, as they are actually used as aerial targets real drones but in this case they were shot while being manually piloted. only a handful of airmen were used as background extras. director clint eastwood was present for the day of filming. the featured f underwent an exterior paint job to reflect a historically accurate paint scheme from the vietnam era. aerial shots of two fs were also accomplished via a commercial learjet","[0.5716432, 0.4007591, 0.02759767]",0,"[0.41787842, 0.5646599, 0.017461712]",1,"[0.5464547, 0.41629615, 0.037249118]",0,"[0.35984945, 0.6077335, 0.032417055]",1,"[0.92664874, 0.06510999, 0.00824132]",0,"[0.6208212, 0.35668257, 0.022496251]",0
569,tt0164184,"requested permission to film the naoc aircraft in flight during a routine refueling by a kc for aerial sequences; requested airforce for permission to film b and f aircraft while in flight, in ground taxi and take off activities as well. in addition, producers requested and dod approved filming near montreal, canada with two marine corps ch and two army ch helicopters, army disaster relief equipment, as well as military extras. there was a second filming unit in san diego, ca that did film additional military sequences as well.","[0.9439965, 0.012987307, 0.043016206]",0,"[0.8987411, 0.02596242, 0.07529647]",0,"[0.8126175, 0.105602026, 0.081780516]",0,"[0.8680564, 0.085111685, 0.046831902]",0,"[0.90033805, 0.08337014, 0.0162918]",0,"[0.9088546, 0.038680978, 0.052464448]",0
570,tt0090098,denied: not in the best interest of the department.,"[0.08469319, 0.89714223, 0.018164586]",1,"[0.075311765, 0.9029023, 0.02178589]",1,"[0.10221148, 0.8520506, 0.045737915]",1,"[0.086073294, 0.8747844, 0.039142285]",1,"[0.2974255, 0.6621162, 0.040458318]",1,"[0.08730858, 0.89323676, 0.019454634]",1
571,tt0078350,approved and found to be mutually beneficial to the department of defense. the use of helicopters was also granted.,"[0.016572634, 0.003162923, 0.9802644]",2,"[0.040609475, 0.008565727, 0.9508248]",2,"[0.016027126, 0.00355366, 0.9804192]",2,"[0.009166476, 0.0021842835, 0.98864925]",2,"[0.27344283, 0.012054638, 0.7145026]",2,"[0.009103293, 0.003007343, 0.98788935]",2
572,tt0046398,"film about infantry basic training at fort bliss with full army cooperation. originally written about marine basic training at parris island, but marines refused to cooperate because of recent training accidents. went all the way to commandant for final decision","[0.04151843, 0.014496286, 0.9439853]",2,"[0.0015108824, 0.0012599984, 0.99722916]",2,"[0.52773166, 0.13008864, 0.34217978]",0,"[0.3773861, 0.11286932, 0.5097446]",2,"[0.9223762, 0.05162501, 0.025998801]",0,"[0.28513104, 0.06737432, 0.6474947]",2
573,tt1019454,"very little actual production support some minor equipment borrowed from the 512th memorial affairs squadron, dover afb, de. mostly provided staffing services, obtaining approval for research at dover, etc. this was a feature length picture produced by hbo, starring kevin bacon.","[0.5958001, 0.37558874, 0.028611168]",0,"[0.38882256, 0.5952059, 0.015971607]",1,"[0.41751167, 0.5443285, 0.038159862]",1,"[0.38387132, 0.5872217, 0.028906971]",1,"[0.8699688, 0.11915409, 0.01087714]",0,"[0.5196129, 0.46808547, 0.012301658]",0
574,tt0088224,"after considerable discussions and changes in script, dod felt the end result would be beneficial for the army and the production.","[0.18090495, 0.016600119, 0.80249494]",2,"[0.00976482, 0.0023919444, 0.9878433]",2,"[0.34427255, 0.101487905, 0.5542395]",2,"[0.4905228, 0.24602836, 0.2634489]",0,"[0.768555, 0.07638166, 0.15506335]",0,"[0.5563505, 0.07436731, 0.36928216]",0
575,tt0114614,requested use of missile silo for nonmilitary mad max type of story did not meet dod criteria fdr support.,"[0.044863917, 0.88807774, 0.0670583]",1,"[0.033441316, 0.947288, 0.019270722]",1,"[0.059082847, 0.88672525, 0.054191917]",1,"[0.04281137, 0.9268154, 0.030373225]",1,"[0.057831574, 0.9202216, 0.021946806]",1,"[0.018181255, 0.95992184, 0.021896945]",1
576,tt0083169,"approved assistance after resolving several inaccuracies in the film, and an earlier turn down by the dod. revised script ended up with a film that was supported by the department and the ngb. positive impression for the ngb. provided good impression for the moviegoers.","[0.437253, 0.20284982, 0.35989723]",0,"[0.3084565, 0.48435947, 0.20718399]",1,"[0.20460075, 0.20721218, 0.5881871]",2,"[0.09325638, 0.09195263, 0.81479096]",2,"[0.22606722, 0.19801857, 0.5759142]",2,"[0.3299553, 0.23313773, 0.43690693]",2
577,tt0044108,"story of american fliers shot down over occupied france, captured, interrogated, and escape to send message of where to bomb to hit gasoline tanks before invasion. only film to feature b bombers in world war ii action","[0.31531265, 0.450699, 0.23398834]",1,"[0.32512212, 0.5796969, 0.09518098]",1,"[0.28024653, 0.23362947, 0.4861241]",2,"[0.33713213, 0.45828655, 0.2045813]",1,"[0.58502454, 0.03131696, 0.38365853]",0,"[0.35525823, 0.22729711, 0.41744465]",2
578,tt0041948,"the navy's epic of the development of aircraft carrier warfare, from the original flights off the uss langley to the creation of the modern, post wwii 40,000 ton carriers. gary cooper is the hero who takes part in all developments. climax is fictionalized account of the uss franklin's survival as the most damaged ship in wwii. script originally written and approved in 1945. project in limbo for three years until studio thought story could find market. spectacular combat sequences. shipboard scenes shot during a cruise.","[0.059933506, 0.18333504, 0.7567315]",2,"[0.21160483, 0.4867841, 0.3016111]",1,"[0.09208081, 0.25018215, 0.657737]",2,"[0.0018699636, 0.0019068953, 0.99622315]",2,"[0.009605942, 0.01657825, 0.9738158]",2,"[0.04144344, 0.115117215, 0.84343934]",2
579,tt0314353,"after lengthy script negotiations mostly to increase military realism among the seal team members and between the team and higher authority, and also to prevent the depiction of the u.s. govt as complicit in nasty conspiracies overseas approved filming in hawaii with navy helicopters. assistance also included filming a seal team parachuting southern california and filming helicopters operating aboard ship waters near san diego.","[0.81151617, 0.10905175, 0.07943206]",0,"[0.7163123, 0.25228578, 0.031401955]",0,"[0.61257386, 0.3177721, 0.069654055]",0,"[0.901818, 0.05787308, 0.040308937]",0,"[0.88154423, 0.098334834, 0.020120915]",0,"[0.70719665, 0.2580917, 0.034711685]",0
580,tt0181852,"request was to film at edwards air force base, california, for one day with various nonflying air force aircraft as background. there is a fairly important character who was portrayed as a benign air force general and loving father who is inadvertently responsible for playing a part in unwittingly creating conditions for the machines to take over and create nuclear holocaust. some minor changes were made to the script not concerning the general per se to accommodate minor concerns and approval was granted in writing on july 3. in new pages, director jonathan mostow rewrote the general's character as a negative character, so we withdrew support. ironically, the final version reverted to the approved script, with a benign general. notified by email from the air force la office that the director would not make requested changes.","[0.24801324, 0.6972381, 0.05474873]",1,"[0.20211327, 0.7716324, 0.02625425]",1,"[0.3106024, 0.53002036, 0.15937722]",1,"[0.16643457, 0.7986562, 0.03490926]",1,"[0.29577342, 0.66280454, 0.041422013]",1,"[0.24430983, 0.6865142, 0.069175966]",1
581,tt0100889,"the air force, navy, and dod all agreed the film was not in the best national interest due to its inaccuracies, did not portray the u.s. in favorable light","[0.11908697, 0.7052093, 0.17570367]",1,"[0.105158195, 0.8277902, 0.06705165]",1,"[0.10321571, 0.62367237, 0.27311197]",1,"[0.22494143, 0.45312756, 0.32193106]",1,"[0.19659588, 0.67335945, 0.1300447]",1,"[0.054554004, 0.8987458, 0.046700273]",1
582,tt0094826,"the department saw no problems with approving the script, providing the production clears with the unions. no information is available on whether or not the production got back with the department. tv film received high praise.","[0.5944349, 0.29628, 0.109285146]",0,"[0.4056653, 0.47338945, 0.12094528]",1,"[0.44766676, 0.22226644, 0.3300668]",0,"[0.3336789, 0.13207653, 0.53424454]",2,"[0.54613405, 0.18522963, 0.26863638]",0,"[0.6473421, 0.1917591, 0.16089879]",0
583,tt0106941,be in background of dialog scene no military connection plus ridiculous use of military declined request to use nat'l guard armory and guard tanks for an avant guard fashion show to be in background of dialog scene no military.,"[0.010949097, 0.97612494, 0.012926017]",1,"[0.021324836, 0.9658608, 0.012814418]",1,"[0.025738986, 0.9596545, 0.014606562]",1,"[0.022425061, 0.9652393, 0.012335677]",1,"[0.14597851, 0.82865036, 0.025371164]",1,"[0.019798955, 0.96826315, 0.011937911]",1
584,tt0099311,approved assistance,"[0.024218548, 0.006220868, 0.96956056]",2,"[0.031634305, 0.0152862165, 0.95307946]",2,"[0.0152222505, 0.004595825, 0.9801819]",2,"[0.004728787, 0.002086374, 0.99318486]",2,"[0.59422624, 0.025666049, 0.38010767]",0,"[0.015422717, 0.0065586152, 0.9780187]",2
585,tt0085404,"after almost approving the film, the department finally disapproved the film due to a misleading scene dealing with nato, implying that the military establishment itself might be a threat to world peace","[0.16613117, 0.79207927, 0.041789472]",1,"[0.21949324, 0.73991424, 0.040592603]",1,"[0.14014843, 0.8262673, 0.033584278]",1,"[0.11623362, 0.8608713, 0.022895075]",1,"[0.66920286, 0.2639319, 0.0668652]",0,"[0.082931995, 0.89910364, 0.017964413]",1
586,tt0106826,"declined providing aircraft, active duty soldiers, vehicles, as these are readily available in private sector. authorized app 399 nat'l guard to participate as extras in off duty status.","[0.6327632, 0.11669852, 0.25053835]",0,"[0.61226505, 0.23266356, 0.15507142]",0,"[0.60615957, 0.12803546, 0.265805]",0,"[0.6570239, 0.124978006, 0.21799809]",0,"[0.8794656, 0.093877226, 0.026657218]",0,"[0.6807614, 0.124010965, 0.19522764]",0
587,tt0099528,"modest assistance denied because the film had practically nothing to do with the military and therefore didn't provide any benefit to dod,","[0.3234039, 0.6630126, 0.01358349]",1,"[0.27222356, 0.67043746, 0.057338938]",1,"[0.23639728, 0.68749285, 0.07610988]",1,"[0.26212338, 0.66669303, 0.07118362]",1,"[0.5640596, 0.37886935, 0.057071075]",0,"[0.1899192, 0.77077883, 0.039302032]",1
588,tt1942995,"the story was accurate and true. therefore,the request for stock footage was granted by the department of the air force","[0.7320066, 0.022494372, 0.24549901]",0,"[0.7754432, 0.068447255, 0.15610959]",0,"[0.08468938, 0.00451832, 0.9107923]",2,"[0.6037542, 0.042065393, 0.35418037]",0,"[0.9347286, 0.036359597, 0.028911771]",0,"[0.7554324, 0.027995706, 0.2165719]",0
589,tt0063035,"john wayne originally wrote directly to president johnson, saying he wanted to make a pro vietnam movie, showing why we had to be there. long negotiations, original script showed green berets going into north vietnam, which army required be deleted. after approval, army allowed filming on fort benning georgia. charged $13,000 for all help. this was a second project with this title. first died after approach to dod","[0.1386111, 0.83755493, 0.023834009]",1,"[0.18773082, 0.79241186, 0.01985732]",1,"[0.13292788, 0.84593964, 0.021132492]",1,"[0.1977914, 0.77802324, 0.024185278]",1,"[0.43732756, 0.5349316, 0.027740888]",1,"[0.20440753, 0.77636737, 0.019225156]",1
590,tt0099731,"the productions request for equipment from the national guard bureau was denied. the story not benefit the dod, it was set 20-30 years in the future with no reference to the us, it raised controversy.","[0.03697019, 0.94676954, 0.016260216]",1,"[0.029777912, 0.96059126, 0.009630917]",1,"[0.031102715, 0.94921815, 0.019679166]",1,"[0.030213194, 0.95640826, 0.013378506]",1,"[0.15376402, 0.8088846, 0.037351374]",1,"[0.026479304, 0.96336967, 0.0101510575]",1
591,tt0097482,the national guard bureau provided a helicopter to the production after there were no commercially available helicopters for rent and oregon national guard public affairs officer verified it.,"[0.89116126, 0.09387702, 0.014961735]",0,"[0.7016262, 0.28871912, 0.0096546905]",0,"[0.86852497, 0.10625026, 0.02522483]",0,"[0.77408755, 0.21276243, 0.013150009]",0,"[0.89234513, 0.10112407, 0.0065308744]",0,"[0.86994797, 0.11887853, 0.011173485]",0
592,tt0097508,"exact dates unknown, 1987. approved stock footage","[0.9117472, 0.030125182, 0.05812761]",0,"[0.8993801, 0.037267, 0.06335293]",0,"[0.853204, 0.10249925, 0.04429679]",0,"[0.8898283, 0.034865424, 0.07530628]",0,"[0.92722416, 0.061385006, 0.011390833]",0,"[0.9059245, 0.019901127, 0.074174374]",0
593,tt0099810,"the script was very positive for the navy. this film was released in 1999 but filmed in 1939 the film was approved by the department and the navy. assistance included use of aircraft, an aircraft carrier, a surface warship used to depict the red october engine room and a nuclear attack submarine.","[0.66296554, 0.036798965, 0.30023554]",0,"[0.7915829, 0.12981394, 0.07860313]",0,"[0.6458942, 0.0786607, 0.27544507]",0,"[0.0032541864, 0.0014171263, 0.99532866]",2,"[0.934541, 0.023411969, 0.042046987]",0,"[0.80977285, 0.07806095, 0.11216612]",0
594,tt0106185,"approved use of exterior of templehof airport in berlin air force controlled to serve as a period background for film, based on usia or american embassy bonn request 91 the fact that the facility would soon be turned over to the german govt   courtesy assistance. not released in us until 1999","[0.376979, 0.5958952, 0.027125837]",1,"[0.4089657, 0.5632657, 0.027768655]",1,"[0.5641815, 0.10847788, 0.32734063]",0,"[0.3758093, 0.57749677, 0.046693932]",1,"[0.78762066, 0.19009577, 0.022283591]",0,"[0.3098006, 0.6731516, 0.017047798]",1
595,tt0070290,"navy had problems with film from beginning. refused to meet with producer saying he would be wasting time coming to washington. story had two navy mp petty officers assigned as shore patrol to escort a felon from naval base, norfolk, to prison in new hampshire for stealing a few dollars from church collection box. along the way, the mps show the prisoner some fun including drinking and sex. filmmakers did steal a shot of gate at norfolk base to give some ambiance","[0.21034248, 0.7558503, 0.033807263]",1,"[0.25843412, 0.71402067, 0.027545253]",1,"[0.3483657, 0.5918632, 0.05977106]",1,"[0.17104839, 0.7608785, 0.06807309]",1,"[0.652986, 0.2913925, 0.05562148]",0,"[0.28623158, 0.6697956, 0.043972924]",1
596,tt3307766,approved filming aboard uss halsey ddg 97 in port san diego and underway for approximately two weeks.,"[0.9464799, 0.040818553, 0.01270146]",0,"[0.88052076, 0.109789275, 0.009689886]",0,"[0.9018118, 0.029102027, 0.06908619]",0,"[0.9316326, 0.048809655, 0.01955776]",0,"[0.9781136, 0.016920583, 0.004965856]",0,"[0.9721178, 0.007917244, 0.01996498]",0
597,tt0093428,the request for dod assistance and approval was cancelled. the production company initially requested the use of a navy carrier.,"[0.84560025, 0.12739624, 0.027003497]",0,"[0.7806563, 0.18978034, 0.02956336]",0,"[0.80457306, 0.15338382, 0.04204303]",0,"[0.89873713, 0.04006322, 0.06119965]",0,"[0.9135504, 0.07706476, 0.009384864]",0,"[0.86221915, 0.106384546, 0.031396315]",0
598,tt0048312,full cooperation at west point for story of irish athletic trainer who arrived as an immigrant and stayed his whole life at the military academy. he knew all the great generals who passed through the door including president eisenhower. army gave full cooperation to story of athletic trainer at west point. all exterior filming done there.,"[0.022554072, 0.004488617, 0.9729573]",2,"[0.0021693446, 0.0012620743, 0.99656856]",2,"[0.31158262, 0.07293167, 0.6154857]",2,"[0.04586089, 0.020839622, 0.9332995]",2,"[0.93317467, 0.03584392, 0.030981427]",0,"[0.3251351, 0.047613733, 0.6272512]",2
599,tt1709157,this is a hallmark hall of fame feature film,"[0.66223276, 0.29698208, 0.040785253]",0,"[0.3320595, 0.6463728, 0.021567736]",1,"[0.40813935, 0.47891638, 0.11294432]",1,"[0.3347946, 0.6403086, 0.024896765]",1,"[0.74964464, 0.2233844, 0.026971027]",0,"[0.5339398, 0.39910966, 0.06695062]",0
600,tt0100258,"the film had no benefit to the military, recruiting, retention, or otherwise. nor was it accurate or feasible. so the ang denied use of aircraft, vehicles, and personnel.","[0.16025174, 0.7761377, 0.06361059]",1,"[0.13540131, 0.84342074, 0.02117797]",1,"[0.17804767, 0.7771805, 0.04477187]",1,"[0.14791612, 0.8291147, 0.022969142]",1,"[0.62913966, 0.3459706, 0.02488972]",0,"[0.18544967, 0.7814991, 0.033051282]",1
601,tt0098051,the department and the army denied assistance. the dod and the air force provided only courtesy assistance being a visit to see and shoot stills of an air force transport plane,"[0.06908724, 0.92080814, 0.0101046525]",1,"[0.007302284, 0.9885744, 0.0041233143]",1,"[0.73752725, 0.19223674, 0.07023598]",0,"[0.16698045, 0.8009335, 0.032086067]",1,"[0.9277581, 0.060260575, 0.011981351]",0,"[0.7558882, 0.23200874, 0.012103015]",0
602,tt0086197,"after so much controversy, all the services, and the naacp also approved of the film. during the course of approval, there was some controversy on racism. in the best interest of the department to provide the limited military assistance","[0.06290066, 0.82796973, 0.109129556]",1,"[0.08738945, 0.8638247, 0.048785806]",1,"[0.08293156, 0.84969676, 0.06737166]",1,"[0.08062753, 0.8693104, 0.05006215]",1,"[0.2894476, 0.6547058, 0.05584657]",1,"[0.058148384, 0.9039309, 0.037920654]",1
603,tt0117500,"jerry bruckheimer and michael bay probably knew they could not obtain assistance for a script which shows a retired marine general threatening to destroy san francisco with a rocket launched from alcatraz. full of holes. as with twilight's last gleaming, absurd to think a general would put himself in a position with no way out. absurd, but sometimes exciting.","[0.014865433, 0.9455021, 0.0396325]",1,"[0.020541864, 0.9429737, 0.036484476]",1,"[0.0304219, 0.75373375, 0.21584433]",1,"[0.029868515, 0.8807029, 0.08942862]",1,"[0.07367838, 0.6741587, 0.25216296]",1,"[0.20550445, 0.59072155, 0.203774]",1
604,tt0102803,"courtesy assistance was provided as a positive community relations initiative. safety, liability protection, and reimbursement were acknowledged as being responsibilities of the production.","[0.3674463, 0.12686948, 0.5056842]",2,"[0.3429927, 0.44843072, 0.20857656]",1,"[0.28942743, 0.1629974, 0.5475752]",2,"[0.13866076, 0.095452905, 0.76588637]",2,"[0.7721296, 0.17393284, 0.053937644]",0,"[0.42772108, 0.26049414, 0.31178477]",0
605,tt0102926,"the film was approved by the ngb as well as the dod. it was thought that the depiction of a prisoner transfer in a military hangar for security purposes was reasonably accurate and positive. ang assisted. also, request for footage of a c13b was provided by the 146th tactical airlift wing.","[0.57996154, 0.042554997, 0.37748346]",0,"[0.4111852, 0.045801204, 0.54301363]",2,"[0.28472507, 0.041213788, 0.6740612]",2,"[0.19420995, 0.03422774, 0.77156234]",2,"[0.9366834, 0.04347375, 0.019842863]",0,"[0.62239045, 0.08289194, 0.2947176]",0
606,tt0059742,navy provided an petty officer to teach christopher plummer how to blow a bo'sun's pipe for early scene in film,"[0.86190563, 0.03182833, 0.106266]",0,"[0.83398414, 0.11455324, 0.051462643]",0,"[0.7572667, 0.0738588, 0.16887455]",0,"[0.15811448, 0.01054349, 0.83134204]",2,"[0.9571239, 0.021775812, 0.02110037]",0,"[0.894998, 0.04508155, 0.059920456]",0
607,tt0037323,"film about five sullivan brothers who died aboard the uss juno after the battle of guadalcanal sea when a japanese submarine hit the crippled cruiser with a torpedo. very little action of navy images, but closing scene in which the parents christen the destroyer the sullivans first navy ship to be named after more than one person, brings tears to eyes today and helped war bond drives. also the deaths brought about new military directive that brothers could not serve together mentioned in saving private ryan.","[0.033197314, 0.95759904, 0.009203678]",1,"[0.12993032, 0.83873606, 0.031333663]",1,"[0.071445286, 0.8963565, 0.032198224]",1,"[0.033037517, 0.91560686, 0.05135566]",1,"[0.6098785, 0.26971567, 0.12040588]",0,"[0.0666836, 0.905062, 0.028254423]",1
608,tt0087354,the navy agreed to give assistance by lending several decorations for the film.,"[0.5571794, 0.029881278, 0.4129393]",0,"[0.6774717, 0.055443823, 0.2670845]",0,"[0.30299082, 0.028404525, 0.6686046]",2,"[0.08544336, 0.0068419334, 0.9077147]",2,"[0.91530466, 0.025781516, 0.05891381]",0,"[0.61421025, 0.028253455, 0.35753632]",0
609,tt0009737,world war i film about marine training and fighting in europe. marines provided full cooperation during shooting at quantico. helped create battle scenes and provided marines as extras. marine corps used film for recruiting purposes by writing to the newspapers of home towns of men who had participated on the movie and then set up recruiting booths in lobbies of the theaters showing film. contains early rite of passage formula that subsequent marine films followed,"[0.7448853, 0.11823882, 0.13687585]",0,"[0.74195904, 0.18767202, 0.070368946]",0,"[0.6212365, 0.27230683, 0.106456704]",0,"[0.63739204, 0.13781224, 0.22479567]",0,"[0.75921214, 0.059810016, 0.1809779]",0,"[0.64128983, 0.0617107, 0.2969995]",0
610,tt0113345,"requested use of army parking lot for background of shot army negotiated inclusion of special ops urban warfare training scene, justifying use of armed forces reserve center parking lot and military vehicles.","[0.93191636, 0.02266792, 0.045415733]",0,"[0.91522175, 0.038220108, 0.046558127]",0,"[0.8255144, 0.13314113, 0.041344542]",0,"[0.8794628, 0.09078432, 0.029752938]",0,"[0.8980004, 0.08749062, 0.014508957]",0,"[0.845804, 0.123483256, 0.030712789]",0
