Title,IMDB_ID,Subtitle,Status,Media Type,Year,Remarks
SAVING PRIVATE RYAN,tt0120815,,OTH,FILM,1998,ARMY OFFICE IN LA CRITIQUED SCRIPT AND POINTED OUT TECHNICAL ERRORS INCLUDING REALITY THAT THE PENTAGON COULD NOT HAVE LEARN ED TWO DAYS AFTER D-DAY THAT TWO RYAN BROTHERS HAD DIED ON DDAY. ARMY HAD NO EQUIPMENT DATING FROM WORLD WAR II. SPIELBERG USED IRISH ARMY FOR LANDINGS AND SUBSEQUENT SCENES SHOT IN ENGLAND
SAYONARA,tt0050933,,APP,FILM,1957,"AIR FORCE INITIALLY RELUCTANT TO PROVIDE ASSISTANCE BECAUSE OF INTER-RACIAL DATING AND SUICIDE OF ONE OF ITS ENLISTED MEN. ULTIMATELY, PROVIDED PLANES AND EQUIPMENT"
"SDLDIER'S STORY, A",tt0088146,,APP,FILM,1984,DOD FELT THIS FILM MIGHT GIVE THE AUDIENCE BACKGROUND AND INSIGHT ON THE BEGINNING OF INTEGRATION IN THE ARMED FORCES. REQUEST FOR FILMING ON FORT CHAFFEE PROVED TO BE BENEFICIAL TO DOD.
SEAL KIDS,,SEALS,DEN,TV,,"BY PHONE, THE DEPARTMENT INFORMED THE PRODUCTION THAT THERE WAS NOTHING THEY COULD DO AS FAR AS ASSISTANCE. NOTHING WAS EVER SUBMITTED IN WRITING, NO RECORD OF FILM BEING "
SEPARATE BUT EQUAL,,,APP,TV,1991,THE ARMY ALLOWED USE OF WALTER REED ARMY HOSPITAL AFTER TWO SLIGHT INACCURACIES WERE CORRECTED. BENEFICIAL TO THE ARMY AND THE DEPARTMENT
SERGEANT YORK,tt0034167,,LIM,FILM,1941,CLASSIC PRE-WORLD WAR II PREPAREDNESS FILM ABOUT HERO OF WORLD WAR I. PRO-INTERVENTION PROPAGANDA. ARMY PROVIDED SOME HELP IN STAGING COMBAT SEQUENCES
SEVEN DAYS IN MAY,tt0058576,,DEN,FILM,1964,"THE PENTAGON DENIED ALL ASSISTANCE IN LIGHT OF STORY OF CHAIRMAN OF THE JOINT CHIEFS OF STAFF PLANNING A COUP BECAUSE PRESIDENT SIGNED A DISARMAMENT TREATY. HOWEVER, FILMMAKERS TALKED THEIR WAY ABOARD AN AIRCRAFT CARRIER IN SAN DIEGO TO OBTAIN SHOTS TO CREATE AMBIANCE OF CARRIER. PRODUCER ADMIITED BUT CLAIMED NAVY SHOULD HAVE INFORMED ALL SHIPS NOT TO LET HIM ABOARD AND SAID HE WAS ONLY HELPING DIRECTOR."
SGT BILKO,tt0117608,,DEN,FILM,1996,"NEVER RECEIVED FORMAL REQUEST. BUT SAAV PERSONALLY TOLD IMAGINE ENTERTAINMENT CO-OWNER BRIAN GLAZER ""HOPELESS"", AND OCPA-LA TOLD UNIVERSAL EXECUTIVE ANDY GIVEN AND IMAGINE ENTERTAINMENT EXECUTIVE THAT IT IS HOPELESS. COMPLETELY NEGATIVE, INACCURATE. IMPOSSIBLE TO ALTER BY ANY MEANS OTHER THAN TOTAL REWRITE AND COMPLETELY NEW FILM."
"SHEPHERD, THE",tt1236414,,APP,FILM,,DOD AND THE AIR FORCE FELT THE FILM WOULD BE POSITIVE FOR THEM BOTH. ALL REQUESTS WERE GRANTED. NO RECORD FILM WAS EVER MADE.
SHINING THROUGH,tt0105391,,LIM,FILM,1992,THE DEPARTMENT AND THE AIR FORCE RELEASED SOME WWII STOCK FOOTAGE TO THE PRODUCTION FOR RELEASE
SHIPMATES,tt0022376,,APP,FILM,1931,"FIRST SOUND MOVIE MADE AT THE NAVAL ACADEMY. TYPICAL ROMANCE WITH SONGS. FULL COOPERATION WITH PARADES, CAMPUS, ETC"
SHIPMATES FOREVER,tt0026988,,APP,FILM,1935,"ANOTHER IN SERIES OF NAVAL ACADEMY FILMS DURING THE 1935. SAME PARADES, SCENIC CAMPUS, ETC. POPULARITY PROBABLY AROSE FROM ESCAPISM DURING DEPRESSION"
SHOW OF FORCE,tt0100606,,LIM,FILM,1990,THE DEPARTMENT PROVIDED COURTESY ASSISTANCE TO THE PRODUCTION. THEY PROVIDED AUTHORIZATION FOR OFF-DUTY MARINES BEING USED IN AN OPENING PARADE SEQUENCE. THEY WERE ON LEAVE STATUS AND THE SCRIPT BROUGHT NO DISCREDIT TO THE CORPS.
SIMON AND SIMON,,,LIM,TV,1981,DOD FOUND NOTHING OBJECTIONABLE ABOUT THE SCRIPT AND ASSISTED WITH USE OF SOME STOCK FOOTAGE.
SLEEPLESS IN SEATTLE,tt0108160,,LIM,FILM,1993,"PRODUCTION COMPANY REQUESTED USE OF NAVY HANGAR IN WASHINGTON STATE, SEATTLE AREA, FOR USE AS A PRODUCTION FACILITY. CONSIDERING HANGAR WILL SOON BE TURNED OVER TO THE STATE, WE AGREED, ALTHOUGH THERE IS NO MILITARY THEME TO THE PICTURE AT ALL."
SOUTH PACIFIC,tt0052225,,APP,FILM,1958,"THE MARINES AND THE NAVY PROVIDED MEN AND EQUIPMENT FOR THE MUSICAL. BOTH SERVICES DID HAVE SOME PROBLEMS WITH THE STORY AND IMAGES, BUT OVERLOOKED THEM BECAUSE OF THE GENRE"
SOUTHERN COMFORT,tt0083111,,APP,FILM,1981,"AFTER SOME HESITATION, THE LOUISIANA NATIONAL GUARD PROVIDED MEN AND A HELICOPTER FOR FILMING A NON-VIETNAM, VIETNAM STORY ABOUT A NATIONAL GUARD UNIT THAT GOES INTO THE BAYOUS FOR WEEKEND TRAINING AND ENCOUNTER CAJUN NATIVES. WHEN THE UNIT STEALS SOME CANOES, THE NATIVES START PICKING OFF THE NATIONAL GUARDSMEN. THE FILMMAKERS ACKNOWLEDGED THAT THE MOVIE WAS A PARABLE FOR VIETNAM"
SPACE,,,APP,TV,1985,APPROVED AND TO THE BEST INTEREST OF ALL THE SERVICES
SPECIAL BULLETIN,,,DEN,TV,1983,"THE FILM WAS FELT TO BE MISLEADING TO THE PUBLIC REGARDING CONTROLS OVER NUCLEAR WEAPONS, THE SECURITY OF MATERIALS CRITICAL TO THE MANUFACTURER OF NUCLEAR WEAPONS AND THE CAPABILITIES OF DOD."
"STAND, THE",,,DEN,TV,1994,"REQUESTED USE OF MILITARY EQUIPMENT AND INSTALLATIONS FOR ABC-TV MINISERIES BASED ON STEPHEN KING NOVEL OF SAME NAME. LETTER FROM PRODUCTION MANAGER READ, IN PART, THAT THE PRODUCER HOPED THAT THE NATURE OF THE STORY, WHICH DEPICTED THE ARMY ACCIDENTALLY RELEASING A GAS THAT ALMOST KILLS EVERYONE IN AMERICA, WOULD NOT DETER THE DOD FROM FAVORABLY CONSIDERING HIS REQUEST FOR ASSISTANCE. DECLINED ASSISTANCE. NO FILE EXISTS."
STAR SPANGLED BANNER,tt0794369,,APP,FILM,1917,"FILM WAS SHOT WITH FULL MARINE CORPS COOPERATION AT THE MARINE BARRACKS IN BREMERTON, WASHINGTON. THE MARINES PROVIDED THE LOCATION, MARINES AS EXTRAS, AND EQUIPEMENT FOR A RITE OF PASSAGE STORY OF A HALF-ENGLISH, HALF-AMERICAN TEENAGER WHOSE MOTHER MARRIES A MARINE COLONEL AND HE COMES TO STAY, LEARNING ABOUT BOTH THE MARINES AND AMERICAN HISTORY. WHEN THE US. ENTERS WORLD WAR I, THE BOY PUTS THE UNION JACK AND STAR SPANGLED BANNER TOGETHER TO SYMBOLIZE THE NEW ALLIANCE"
STAR TREK IV,tt0092007,,APP,FILM,1986,APPROVED US OF NAVY'S U.S.S. RANGER. IN THE BEST INTEREST OF THE DEPARTMENT. NAVY HAD SOME CONCERN ABOUT ENTERPRISE CREW MEMBERS GETTING INTO SECURE LOCATIONS UNTIL REMINDED THAT A TRANSPORTER WOULD DELIVER CREW AND SO NOT BE A SECURITY VIOLATION
STAR TREK: INSURRECTION,tt0120844,,LIM,FILM,1998,"PRODUCTION COMPANY REQUESTED USE OF INACTIVE TITAN MISSILE SILO (WITH MISSILE) UNDER CUSTODY OF PIMA AIR MUSEUM, ARIZONA. OTHER THAN ""USAF"" ON MISSILE, NO MILITARY DEPICTION."
STARGATE SG-1,,TITLE SEQUENCE,APP,TV,1997,"PRODUCTION COMPANY REQUESTED TO FILM EXTERIOR OF ENTRANCE TO CHEYENNE MOUNTAIN COMPLEX FOR TITLE SEQUENCE. AS THE SCRIPTS INCORPORATED CONSIDERABLE INPUT FROM USAF, APPROVED REQUEST"
STARMAN,tt0088172,,DEN,FILM,1984,"THERE WAS NOTHING OF POSITIVE NATURE FOR SERVICES, ESPECIALLY THE AIR FORCE. APPROVAL WAS DENIED. AS OFTEN THE CASE WITH SCI-FI PICTURES, THE MILITARY BECAME THE VILLIAN TRYING TO CAPTURE THE NICE ALIEN AND DISSECT HIM OR SOMETHING LIKE THAT."
STEAL THE SKY,,,DEN,TV,1988,DOD AND THE NGB FOUND THE FILM TO BE BLANTLY ANTI-IRAQI AND NOT IN CONSONANCE WITH OUR CURRENT POLICY TOWARD THE COUNTRY.
STEALTH,tt0382992,,APP,FILM,2005,NULL
STEALTH,,,DEN,FILM,,"THE FILM WAS INACCURATE AND DAMAGING IN ITS POTRAYAL OF AIR FORCE LIFE, OPERATIONS, AND POLICIES THE FILM ALSO HAD TOO MANY ERRORS TO CORRECT WITHOUT LOSING THE BASIC PREMISE. NO RECORD OF FILM BEING MADE"
STORY OF G.I. JOE,tt0038120,,APP,FILM,1945,"MOVIE BASED ON WRITING OF ERNIE PYLE AND HIS COVERING OF THE ITALIAN CAMPAIGN. THE ARMY PROVIDED A UNIT TO SERVE AS EXTRAS AND EQUIPMENT DURING FILMING. AFTERWARDS, THE UNIT WENT TO THE PACIFIC AND SUFFERED SIGNIFICANT CASUALITES. CONSIDERED ONE OF THE GREAT WAR MOVIES OF ALL TIME. "
STRANGE INVADERS,tt0086374,,DEN,FILM,1983,ASSISTANCE WAS DENIED BY THE DEPARTMENT AFTER BEING REVIEWED BY THE UNITED STATES AIR FORCE. A LOT OF FALSE AND INAPPROPRIATE INFORMATION ABOUT THE AIR FORCE WAS CONTAINED IN THE FILM.
STRATEGIC AIR COMMAND,tt0048667,,APP,FILM,1955,"CLASSIC COLD WAR MOVIE ABOUT THE STRATEGIC AIR COMMAND AND ITS MISSION. JIMMY STEWART PLAYS A BASEBALL PLAYER RECALLED TO ACTIVE DUTY TO FLY B-47'S. FILM MADE WITH ASSISTANCE OF CURTIS LEMAY AND THE AIR FORCE WHICH PROVIDED MEN, EQUIPMENT, AND MOST IMPORTANT, AIRPLANES INCLUDING THE NEWLY DELIVERED B-52. THE FILMMAKERS DESIRE TO FILM CLOSE ORDER TAKEOFFS CAUSED MAJOR DAMAGE TO THE JET ENGINES AS THE PLANES TAXIED IN CLOSE ORDER. HUNDREDS OF THOUSANDS OF DOLLARS HAD TO BE SPENT ON REPAIRS. NOT REEMBURSED. BUT GREAT BENEFIT TO SAC."
STRIPES,tt0083131,,LIM,FILM,1970,"PATTON FAMILY OPPOSED PRODUCTION FOR YEARS. ULTIMATELY FRANK MCCARTHY, WHO HAD SERVED AS SECRETARY TO GENERAL GEORGE MARSHALL DURING WAR, PREVAILED ON ARMY TO GIVE BLESSINGS POINTING OUT HE ONLY WANTED TO PORTRAY PUBLIC LIFE OF PATTON WHICH WAS A MATTER OF PUBLIC RECORD. FAMILY APPARENTLY CONCERNED ABOUT PATTON'S RELATIONSHIP WITH HIS NIECE. ARMY ACTUALLY PROVIDED VERY LITTLE ASSISTANCE SINCE IT HAD NO WORLD WAR II EQUIPMENT LEFT. FILM ACTUALLY SHOT IN SPAIN WITH SPANISH EQUIPMENT."
SUBMARINE,tt0019434,,APP,FILM,1928,"THIS WAS FIRST MAJOR SUBMARINE MOVIE. REALLY ABOUT A NAVY DIVER WHO ULTIMATELY DIVES ON SUBMARINE SUNK IN AN ACCIDENT. DESPITE IMAGES OF ACCIDENT, SOFFOCATING SAILORS, AND AN UNFAITHFUL NAVY WIFE, THE NAVY PROVIDED A SUBMARINE, EQUIPMENT, AND NAVY MEN AND DIVERS."
SUBMARINE COMMAND,tt0044085,,APP,FILM,1951,"STORY STARTS AT END OF WORLD WAR II, BUT MOSTLY SET IN KOREAN THEATER EVEN THOUGH SUBMARINES ACTUALLY HAD VIRTUALLY NO ROLE IN WAR. HOWEVER, NAVY PROVIDED A SUBMARINE FOR EXTERIOR SHOTS"
SUBMARINE D-1,tt0029617,,APP,FILM,1937,SUB-MARINE DISASTER MOVIE WHICH SHOWEO NAVY'S DEVELOPMENT OF MCCANN DIVING BELL TO RESCUE SAILORS FROM SUNKEN SUBMARINES. BECAME ALMOST PROPHETIC SINCE BELL WAS USED TO RESCUE MEN FROM THE SQUALUS. FILMING AT SUBMARINF BASE IN NEW LONDON.
SUBMARINE PIRATE,tt0006115,,APP,FILM,1915,"NAVY LOANED CHARLIE CHAPLIN‘S BROTHER SYNDEY A SUBMARINE IN THE MAKING OF A SILLY COMEDY. HOWEVER, NAVY LIKED FILM SO MUCH, IT BOUGHT TWO COPIES TO USE AS A RECRUITING TOOL. APPROVED ASSISTANCE, DATE APPROXIMATE, NO FILE, FILM AT LIBRARY OF CONGRESS"
SUCH DREAMS I HAVE DREAMED,,,DEN,FILM,1990,NO BENEFIT TO THE DOD. THE FILM HAD AN INACCURATE PORTRAYAL OF US. AND OTHER COUNTRIES‘ POLICIES. THE REQUEST FOR STOCK FOOTAGE WAS DENIED
SULLY,tt3263904,,APP,FILM,2016,"USAF support to this project took place at Holloman AFB, NM, in December 2015. Support for this project was one full day of shooting F-4 Phantoms. The Phantoms that were shot were capable of being piloted remotely or with people, as they are actually used as aerial targets [REAL drones] but in this case they were shot while being manually piloted. Only a handful of Airmen were used as background extras. Director Clint Eastwood was present for the day of filming. The featured F-4 underwent an exterior paint job to reflect a historically-accurate paint scheme from the vietnam era. Aerial shots of two F-4s were also accomplished via a commercial learjet"
SUM OF ALL FEARS,tt0164184,"SUM OF ALL FEARS, THE",APP,FILM,2002,"REQUESTED PERMISSION TO FILM THE NAOC AIRCRAFT IN FLIGHT DURING A ROUTINE REFUELING BY A KC-10 FOR AERIAL SEQUENCES; REQUESTED AIRFORCE FOR PERMISSION TO FILM B-2 AND F-16 AIRCRAFT WHILE IN FLIGHT, IN GROUND TAXI AND TAKE OFF ACTIVITIES AS WELL. IN ADDITION, PRODUCERS REQUESTED AND DOD APPROVED FILMING NEAR MONTREAL, CANADA WITH TWO MARINE CORPS CH-53 AND TWO ARMY CH-60 HELICOPTERS, ARMY DISASTER RELIEF EQUIPMENT, AS WELL AS MILITARY EXTRAS. THERE WAS A SECOND FILMING UNIT IN SAN DIEGO, CA THAT DID FILM ADDITIONAL MILITARY SEQUENCES AS WELL."
SUMMER RENTAL,tt0090098,,DEN,FILM,1985,DENIED: NOT IN THE BEST INTEREST OF THE DEPARTMENT.
SUPERCARRIER,,WEEKEND PASS,DEN,TV,1988,EPISODE DENIED. THE DEPARTMENT FELT THERE WAS TOO MUCH FRATERNIZATION AND TOO MANY SEXIST COMMENTS IN THE FILM.
SUPERCARRIER,,ALL IN THE GAME,DEN,TV,1988,"THE AIR FORCE AND THE DOD DID NOT FURNISH STOCK FOOTAGE OF DRONES TO THE PRODUCTION BUT DID MENTION THE NAVY, AS HAVING STOCK FOOTAGE. NO FURTHER RECORDS FOUND."
SUPERCARRIER,,RING OF FIRE,APP,TV,1988,PENNSYLVANIA FILM OFFICE TO NAVY ASKED TO PROVIDE ASSISTANCE
SUPERCARRIER,,REST AND REVOLUTION,APP,TV,1988,"THE US. NAVY, AS WELL AS THE DOD BOTH CONCURREO ON ASSISTING THE PRODUCTION ON THIS PARTCULAR EPISODE. THE PRODUCTION REQUESTED SOME FILMING INSIDE AND OUTSIDE THE USS MISSOURI."
SUPERCARRIER,,COMMON GROUND,APP,TV,1988,ODD AND NAVAL SUPPORT WAS GRANTED FOR THE FILM. THE PRODUCTION REQUESTED FILMING ON TWO NAVAL CARRIERS.
SUPERCARRIER,,END OF PRODUCTION INFORMATION,OTH,TV,1988,"AS OF MARCH 4TH, 1988, THE NAVY HAD NOTHING MORE TO DO WITH THE SUPERCARRIER SERIES. MARCH 4TH, THE PRODUCER SENT A MEMO REQUESTING THAT DOD COOPERATION IN THE PRODUCTION OF THE SERIES BE TERMINATED"
"SWARM, THE",tt0078350,,APP,FILM,1978,APPROVED AND FOUND TO BE MUTUALLY BENEFICIAL TO THE DEPARTMENT OF DEFENSE. THE USE OF HELICOPTERS WAS ALSO GRANTED.
SWEETWINE & TYREE,,,RCV,TV,,"THE FILM WAS FOUND TO QUITE INACCURATE, STEROTYPICAL, AND DISRESPECTFUL TO THE ARMY, AS WELL AS TO THE ENTIRE DEPARTMENT. ALL REQUESTS WERE DENIED."
TAKE THE HIGH ROAD,tt0046398,,APP,FILM,1953,"FILM ABOUT INFANTRY BASIC TRAINING AT FORT BLISS WITH FULL ARMY COOPERATION. ORIGINALLY WRITTEN ABOUT MARINE BASIC TRAINING AT PARRIS ISLAND, BUT MARINES REFUSED TO COOPERATE BECAUSE OF RECENT TRAINING ACCIDENTS. WENT ALL THE WAY TO COMMANDANT FOR FINAL DECISION"
TAKING CHANCE,tt1019454,,APP,FILM,2009,"Very little actual production support ~— some minor equipment borrowed from the 512th Memorial Affairs Squadron, Dover AFB, DE. Mostly provided staffing services, obtaining approval for research at Dover, etc. This was a feature length picture produced by HBO, starring Kevin Bacon."
TANK,tt0088224,,APP,FILM,1984,"AFTER CONSIDERABLE DISCUSSIONS AND CHANGES IN SCRIPT, DOD FELT THE END RESULT WOULD BE BENEFICIAL FOR THE ARMY AND THE PRODUCTION."
TANK GIRL,tt0114614,,DEN,FILM,1995,"REQUESTED USE OF MISSILE SILO FOR NONMILITARY ""MAD MAX"" TYPE OF STORY -- DID NOT MEET DOD CRITERIA FDR SUPPORT, NO FILE"
TAPS,tt0083169,FATHER SKY,APP,FILM,1981,"APPROVED ASSISTANCE AFTER RESOLVING SEVERAL INACCURACIES IN THE FILM, AND AN EARLIER TURN DOWN BY THE DOD. REVISED SCRIPT ENDED UP WITH A FILM THAT WAS SUPPORTED BY THE DEPARTMENT AND THE NGB. POSITIVE IMPRESSION FOR THE NGB. PROVIDED GOOD IMPRESSION FOR THE MOVIEGOERS."
TARGET UNKNOWN,tt0044108,,APP,FILM,1951,"STORY OF AMERICAN FLIERS SHOT DOWN OVER OCCUPIED FRANCE, CAPTURED, INTERROGATED, AND ESCAPE TO SEND MESSAGE OF WHERE TO BOMB TO HIT GASOLINE TANKS BEFORE INVASION. ONLY FILM TO FEATURE B-26 BOMBERS IN WORLD WAR II ACTION"
TASK FORCE,tt0041948,,APP,FILM,1949,"THE NAVY'S EPIC OF THE DEVELOPMENT OF AIRCRAFT CARRIER WARFARE, FROM THE ORIGINAL FLIGHTS OFF THE USS LANGLEY TO THE CREATION OF THE MODERN, POST-WWII 40,000 TON CARRIERS. GARY COOPER IS THE HERO WHO TAKES PART IN ALL DEVELOPMENTS. CLIMAX IS FICTIONALIZED ACCOUNT OF THE USS FRANKLIN'S SURVIVAL AS THE MOST DAMAGED SHIP IN WWII. SCRIPT ORIGINALLY WRITTEN AND APPROVED IN 1945. PROJECT IN LIMBO FOR THREE YEARS UNTIL STUDIO THOUGHT STORY COULD FIND MARKET. SPECTACULAR COMBAT SEQUENCES. SHIPBOARD SCENES SHOT DURING A CRUISE."
TEARS OF THE SUN,tt0314353,HOSTILE RESCUE,APP,FILM,2003,"AFTER LENGTHY SCRIPT NEGOTIATIONS - MOSTLY TO INCREASE MILITARY REALISM AMONG THE SEAL TEAM MEMBERS AND BETWEEN THE TEAM AND HIGHER AUTHORITY, AND ALSO TO PREVENT THE DEPICTION OF THE U.S. GOVT AS COMPLICIT IN NASTY CONSPIRACIES OVERSEAS - APPROVED FILMING IN HAWAII WITH NAVY HELICOPTERS. ASSISTANCE ALSO INCLUDED FILMING A SEAL TEAM PARACHUTING (SOUTHERN CALIFORNIA) AND FILMING HELICOPTERS OPERATING ABOARD SHIP (WATERS NEAR SAN DIEGO)."
TERMINATOR 3,,RISE OF THE MACHINES,DEN,TV,2003,"REQUEST WAS TO FILM AT EDWARDS AIR FORCE BASE, CALIFORNIA, FOR ONE DAY WITH VARIOUS NONFLYING AIR FORCE AIRCRAFT AS BACKGROUND. THERE IS A FAIRLY IMPORTANT CHARACTER WHO WAS PORTRAYED AS A BENIGN AIR FORCE GENERAL AND LOVING FATHER WHO IS INADVERTENTLY RESPONSIBLE FOR PLAYING A PART IN UNWITTINGLY CREATING CONDITIONS FOR THE MACHINES TO TAKE OVER AND CREATE NUCLEAR HOLOCAUST. SOME MINOR CHANGES WERE MADE TO THE SCRIPT (NOT CONCERNING THE GENERAL PER SE) TO ACCOMMODATE MINOR CONCERNS AND APPROVAL WAS GRANTED IN WRITING ON JULY 3. IN NEW PAGES, DIRECTOR JONATHAN MOSTOW REWROTE THE GENERAL'S CHARACTER AS A NEGATIVE CHARACTER, SO WE WITHIDREW SUPPORT. IRONICALLY, THE FINAL VERSION REVERTED TO THE ""APPROVED"" SCRIPT, WITH A BENIGN GENERAL. NOTIFED BY EMAIL FROM T HE AIR FORCE LA OFFICE THAT THE DIRECTOR WOULD NOT MAKE REQUESTED CHANGES."
THE ACHILLE LAURO,,,DEN,TV,,"THE AIR FORCE, NAVY, AND DOD ALL AGREED THE FILM WAS NOT IN THE BEST NATIONAL INTEREST DUE TO ITS INACCURACIES, DID NOT PORTRAY THE US. IN FAVORABLE LIGHT"
THE ADVENTURES OF MARK AND BRIAN,,THE ADVENTURES OF MARK AND BRIAN IN FATHERHOOD,APP,TV,1991,"THE AIR FORCE AND DOD APPROVED THE SCRIPT, FINDING IT TO POSITIVE AND GOOD FOR AIR FORCE RECRUITMENT AND RETENTION. NO FILE EXISTS. ACTUAL DATE UNKNOWN, THIS IS THE ASSUMED YEAR"
THE ADVENTURES OF MARK AND BRIAN,,MARK AND BRIAN'S ARMY ADVENTURE,APP,TV,1991,"THE ARMY STRONGLY APPROVED THE SCRIPT AND PROVIDED FOR FILMING AT FORT KNOX AND ALSO SOME EQUIPMENT THE SERVICE FELT IT WOULD BENEFIT THEM BY SHARING WITH THE PUBLIC THE MISSION OF A TANKER. NO FILE EXISTS. ACTUAL DATE UNKNOWN, ASSUMED 1991"
THE AGGRESSOR SQUANDRON,,,DEN,FILM,,THE FILM DID NOT PRESENT AN ACCURATE OR FEASIBLE PORTRAYAL OF THE AIR FORCE. ASSISTANCE TO THE FILM WAS DENIED.
THE AMERICAN DREAM CONTEST,,,APP,TV,,ASSISTANCE WAS GIVEN BY DEPARTMENT AND ALL THE SERVICES. NO FILE.
"THE ANG, AMERICA'S HIDDEN STRENGTH",,,APP,TV,,"EVEN THOUGH NO SCRIPT WAS SENT, THE ANG FELT THE VIDEO WOULD GREATLY ENHANCE THE AIR NATIONAL GUARD AT NO COST TO THE GOVERNMENT. NO FILE"
THE CAINE MUTINY COURT-MARTIAL,,,OTH,TV,1988,"THE DEPARTMENT SAW NO PROBLEMS WITH APPROVING THE SCRIPT, PROVIDING THE PRODUCTION CLEARS WITH THE UNIONS. NO INFORMATION IS AVAILABLE ON WHETHER OR NOT THE PRODUCTION GOT BACK WITH THE DEPARTMENT. TV FILM RECEIVED HIGH PRAISE."
THE CONCIERGE,,,DEN,FILM,1993,"BE IN BACKGROUND OF DIALOG SCENE - NO MILITARY CONNECTION + RIDICULOUS USE OF MILITARY DECLINED REQUEST TO USE NAT‘L GUARD ARMORY AND GUARD TANKS FOR AN ”AVANT GUARD"" FASHION SHOW TO BE IN BACKGROUND OF DIALOG SCENE-NO MILITARY."
THE COURT-MARTIAL OF JACKIE ROBINSON,,,APP,TV,1990,APPROVED ASSISTANCE
THE DAY AFTER,,,DEN,TV,1983,"AFTER ALMOST APPROVING THE FILM, THE DEPARTMENT FINALLY DISAPPROVED THE FILM DUE TO A MISLEADING SCENE DEALING WITH NATO, IMPLYING THAT THE MILITARY ESTABLISHMENT ITSELF MIGHT BE A THREAT TO WORLD PEACE"
THE ERNEST GREEN STORY,,TELEFILM FOR DISNEY CHANNEL,DEN,TV,1993,"DECLINED PROVIDING AIRCRAFT, ACTIVE DUTY SOLDIERS, VEHICLES, AS THESE ARE READILY AVAILABLE IN PRIVATE SECTOR. AUTHORIZED APP 399 NAT'L GUARD TO PARTICIPATE AS EXTRAS IN OFF-DUTY STATUS."
THE EXORCIST III,tt0099528,,DEN,FILM,1990,"MODEST ASSISTANCE DENIED BECAUSE THE FILM HAD PRACTICALLY NOTHING TO DO WITH THE MILITARY AND THEREFORE DIDN'T PROVIDE ANY BENEFIT TO DOD,"
THE GRAND TOUR,,,DEN,FILM,,"ON MAY 2, THE DEPARTMENT SENT A MEMO TO THE PRODUCTION COMPANY DENYING APPROVAL DUE TO FACT THAT IT HAD VERY LITTLE TO DO WITH THE DOD ACTIVITIES. NO RECORD OF FILM BEING MADE."
THE GREAT AIR RACE OF 1924,,THE AMERICAN EXPERIENCE,LIM,TV,1989,"STOCK FOOTAGE FOR THE FILM WAS APPROVED- AFTER THE AIR FORCE REVIEWED IT, IT WAS FOUND TO BE ACCURATE ENOUGH FOR DOD APPROVAL"
THE GREAT ESCAPE,,THE FINAL CHAPTER,LIM,TV,2012,"THE STORY WAS ACCURATE AND TRUE. THEREFORE,THE REQUEST FOR STOCK FOOTAGE WAS GRANTED BY THE DEPARTMENT OF THE AIR FORCE"
THE GREEN BERETS,tt0063035,,APP,FILM,1968,"JOHN WAYNE ORIGINALLY WROTE DIRECTLY TO PRESIDENT JOHNSON, SAYING HE WANTED TO MAKE A PRO~ VIETNAM MOVIE, SHOWING WHY WE HAD TO BE THERE. LONG NEGOTIATIONS, ORIGINAL SCRIPT SHOWED GREEN BERETS GOING INTO NORTH VIETNAM, WHICH ARMY REQUIRED BE DELETED. AFTER APPROVAL, ARMY ALLOWED FILMING ON FORT BENNING GEORGIA. CHARGED $13,000 FOR ALL HELP. THIS WAS A SECOND PROJECT WITH THIS TITLE. FIRST DIED AFTER APPROACH TO DOD"
THE HANDMAID'S TALE,tt0099731,,DEN,FILM,1990,"THE PRODUCTIONS REQUEST FOR EQUIPMENT FROM THE NATIONAL GUARD BUREAU WAS DENIED. THE STORY NOT BENEFIT THE DOD, IT WAS SET 20-30 YEARS IN THE FUTURE WITH NO REFERENCE TO THE US, IT RAISED CONTROVERSY."
THE HAUNTING OF SARAH HARDY,tt0097482,,APP,FILM,1989,THE NATIONAL GUARD BUREAU PROVIDED A HELICOPTER TO THE PRODUCTION AFTER THERE WERE NO COMMERCIALLY AVAILABLE HELICOPTERS FOR RENT AND OREGON NATIONAL GUARD PUBLIC AFFAIRS OFFICER VERIFIED IT. NO RECORD OF MOVIE BEING MADE.
THE HIJACKING OF THE ACHILLE LAURO,,"FORMERLY, ""THE LAST VOYAGE""",APP,TV,1989,"EXACT DATES UNKNOWN, 1987, NO FILE, APPROVED STOCK FOOTAGE"
THE HUNT FOR RED OCTOBER,tt0099810,,APP,FILM,1990,"THE SCRIPT WAS VERY POSITIVE FOR THE NAVY. (THIS FILM WAS RELEASED IN 1999 BUT FILMED IN 1939) THE FILM WAS APPROVED BY THE DEPARTMENT AND THE NAVY. ASSISTANCE INCLUDED USE OF AIRCRAFT, AN AIRCRAFT CARRIER, A SURFACE WARSHIP (USED TO DEPICT THE RED OCTOBER ENGINE ROOM) AND A NUCLEAR ATTACK SUBMARINE."
